Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,19.5,5.5,7.0,13.0,14.0,32.5,15.5
LG,-19.5,0.0,-14.0,-12.5,-6.5,-5.5,13.0,-4.0
SK,-5.5,14.0,0.0,1.5,7.5,8.5,27.0,10.0
두산,-7.0,12.5,-1.5,0.0,6.0,7.0,25.5,8.5
롯데,-13.0,6.5,-7.5,-6.0,0.0,1.0,19.5,2.5
삼성,-14.0,5.5,-8.5,-7.0,-1.0,0.0,18.5,1.5
한화,-32.5,-13.0,-27.0,-25.5,-19.5,-18.5,0.0,-17.0
히어로즈,-15.5,4.0,-10.0,-8.5,-2.5,-1.5,17.0,0.0
