Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,6.5,-11.0,2.0,17.0,-3.5,-7.0,3.0,-13.0,1.0
LG,-6.5,0.0,-17.5,-4.5,10.5,-10.0,-13.5,-3.5,-19.5,-5.5
NC,11.0,17.5,0.0,13.0,28.0,7.5,4.0,14.0,-2.0,12.0
SK,-2.0,4.5,-13.0,0.0,15.0,-5.5,-9.0,1.0,-15.0,-1.0
kt,-17.0,-10.5,-28.0,-15.0,0.0,-20.5,-24.0,-14.0,-30.0,-16.0
넥센,3.5,10.0,-7.5,5.5,20.5,0.0,-3.5,6.5,-9.5,4.5
두산,7.0,13.5,-4.0,9.0,24.0,3.5,0.0,10.0,-6.0,8.0
롯데,-3.0,3.5,-14.0,-1.0,14.0,-6.5,-10.0,0.0,-16.0,-2.0
삼성,13.0,19.5,2.0,15.0,30.0,9.5,6.0,16.0,0.0,14.0
한화,-1.0,5.5,-12.0,1.0,16.0,-4.5,-8.0,2.0,-14.0,0.0
