Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,3.0,-19.0,5.5,-15.0,-4.5,-16.5,8.0
LG,-3.0,0.0,-22.0,2.5,-18.0,-7.5,-19.5,5.0
SK,19.0,22.0,0.0,24.5,4.0,14.5,2.5,27.0
넥센,-5.5,-2.5,-24.5,0.0,-20.5,-10.0,-22.0,2.5
두산,15.0,18.0,-4.0,20.5,0.0,10.5,-1.5,23.0
롯데,4.5,7.5,-14.5,10.0,-10.5,0.0,-12.0,12.5
삼성,16.5,19.5,-2.5,22.0,1.5,12.0,0.0,24.5
한화,-8.0,-5.0,-27.0,-2.5,-23.0,-12.5,-24.5,0.0
