Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,5.5,-4.5,1.5,15.0,-2.5,-4.0,3.0,-4.0,-1.0
LG,-5.5,0.0,-10.0,-4.0,9.5,-8.0,-9.5,-2.5,-9.5,-6.5
NC,4.5,10.0,0.0,6.0,19.5,2.0,0.5,7.5,0.5,3.5
SK,-1.5,4.0,-6.0,0.0,13.5,-4.0,-5.5,1.5,-5.5,-2.5
kt,-15.0,-9.5,-19.5,-13.5,0.0,-17.5,-19.0,-12.0,-19.0,-16.0
넥센,2.5,8.0,-2.0,4.0,17.5,0.0,-1.5,5.5,-1.5,1.5
두산,4.0,9.5,-0.5,5.5,19.0,1.5,0.0,7.0,0.0,3.0
롯데,-3.0,2.5,-7.5,-1.5,12.0,-5.5,-7.0,0.0,-7.0,-4.0
삼성,4.0,9.5,-0.5,5.5,19.0,1.5,0.0,7.0,0.0,3.0
한화,1.0,6.5,-3.5,2.5,16.0,-1.5,-3.0,4.0,-3.0,0.0
