Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-3.0,-21.5,-20.0,-7.0,-24.5,-15.0,-3.0
LG,3.0,0.0,-18.5,-17.0,-4.0,-21.5,-12.0,0.0
SK,21.5,18.5,0.0,1.5,14.5,-3.0,6.5,18.5
두산,20.0,17.0,-1.5,0.0,13.0,-4.5,5.0,17.0
롯데,7.0,4.0,-14.5,-13.0,0.0,-17.5,-8.0,4.0
삼성,24.5,21.5,3.0,4.5,17.5,0.0,9.5,21.5
한화,15.0,12.0,-6.5,-5.0,8.0,-9.5,0.0,12.0
현대,3.0,0.0,-18.5,-17.0,-4.0,-21.5,-12.0,0.0
