Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-11.5,-2.5,1.5,-5.0,-17.0,0.5,1.5,3.5
LG,0.0,0.0,-11.5,-2.5,1.5,-5.0,-17.0,0.5,1.5,3.5
NC,11.5,11.5,0.0,9.0,13.0,6.5,-5.5,12.0,13.0,15.0
SK,2.5,2.5,-9.0,0.0,4.0,-2.5,-14.5,3.0,4.0,6.0
kt,-1.5,-1.5,-13.0,-4.0,0.0,-6.5,-18.5,-1.0,0.0,2.0
넥센,5.0,5.0,-6.5,2.5,6.5,0.0,-12.0,5.5,6.5,8.5
두산,17.0,17.0,5.5,14.5,18.5,12.0,0.0,17.5,18.5,20.5
롯데,-0.5,-0.5,-12.0,-3.0,1.0,-5.5,-17.5,0.0,1.0,3.0
삼성,-1.5,-1.5,-13.0,-4.0,0.0,-6.5,-18.5,-1.0,0.0,2.0
한화,-3.5,-3.5,-15.0,-6.0,-2.0,-8.5,-20.5,-3.0,-2.0,0.0
