Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-5.5,-0.5,15.0,-3.5,-5.0,1.0,-5.0,-2.0
LG,-3.5,0.0,-9.0,-4.0,11.5,-7.0,-8.5,-2.5,-8.5,-5.5
NC,5.5,9.0,0.0,5.0,20.5,2.0,0.5,6.5,0.5,3.5
SK,0.5,4.0,-5.0,0.0,15.5,-3.0,-4.5,1.5,-4.5,-1.5
kt,-15.0,-11.5,-20.5,-15.5,0.0,-18.5,-20.0,-14.0,-20.0,-17.0
넥센,3.5,7.0,-2.0,3.0,18.5,0.0,-1.5,4.5,-1.5,1.5
두산,5.0,8.5,-0.5,4.5,20.0,1.5,0.0,6.0,0.0,3.0
롯데,-1.0,2.5,-6.5,-1.5,14.0,-4.5,-6.0,0.0,-6.0,-3.0
삼성,5.0,8.5,-0.5,4.5,20.0,1.5,0.0,6.0,0.0,3.0
한화,2.0,5.5,-3.5,1.5,17.0,-1.5,-3.0,3.0,-3.0,0.0
