Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-11.0,-5.5,-21.5,-13.5,-12.0,-18.5
OB,11.0,0.0,5.5,-10.5,-2.5,-1.0,-7.5
롯데,5.5,-5.5,0.0,-16.0,-8.0,-6.5,-13.0
빙그레,21.5,10.5,16.0,0.0,8.0,9.5,3.0
삼성,13.5,2.5,8.0,-8.0,0.0,1.5,-5.0
태평양,12.0,1.0,6.5,-9.5,-1.5,0.0,-6.5
해태,18.5,7.5,13.0,-3.0,5.0,6.5,0.0
