Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,15.0,1.0,-2.0,-2.5,10.5,4.0,-9.5
OB,-15.0,0.0,-14.0,-17.0,-17.5,-4.5,-11.0,-24.5
롯데,-1.0,14.0,0.0,-3.0,-3.5,9.5,3.0,-10.5
빙그레,2.0,17.0,3.0,0.0,-0.5,12.5,6.0,-7.5
삼성,2.5,17.5,3.5,0.5,0.0,13.0,6.5,-7.0
쌍방울,-10.5,4.5,-9.5,-12.5,-13.0,0.0,-6.5,-20.0
태평양,-4.0,11.0,-3.0,-6.0,-6.5,6.5,0.0,-13.5
해태,9.5,24.5,10.5,7.5,7.0,20.0,13.5,0.0
