Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,1.0,5.5,-9.0,-7.0,-3.0,-10.5
OB,-1.0,0.0,4.5,-10.0,-8.0,-4.0,-11.5
롯데,-5.5,-4.5,0.0,-14.5,-12.5,-8.5,-16.0
빙그레,9.0,10.0,14.5,0.0,2.0,6.0,-1.5
삼성,7.0,8.0,12.5,-2.0,0.0,4.0,-3.5
태평양,3.0,4.0,8.5,-6.0,-4.0,0.0,-7.5
해태,10.5,11.5,16.0,1.5,3.5,7.5,0.0
