Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,4.0,8.0,12.0,25.5,18.0,14.5,9.5
OB,-4.0,0.0,4.0,8.0,21.5,14.0,10.5,5.5
롯데,-8.0,-4.0,0.0,4.0,17.5,10.0,6.5,1.5
삼성,-12.0,-8.0,-4.0,0.0,13.5,6.0,2.5,-2.5
쌍방울,-25.5,-21.5,-17.5,-13.5,0.0,-7.5,-11.0,-16.0
태평양,-18.0,-14.0,-10.0,-6.0,7.5,0.0,-3.5,-8.5
한화,-14.5,-10.5,-6.5,-2.5,11.0,3.5,0.0,-5.0
해태,-9.5,-5.5,-1.5,2.5,16.0,8.5,5.0,0.0
