Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,0.0,4.5,7.5,16.0,13.0,6.5,10.0
OB,0.0,0.0,4.5,7.5,16.0,13.0,6.5,10.0
롯데,-4.5,-4.5,0.0,3.0,11.5,8.5,2.0,5.5
삼성,-7.5,-7.5,-3.0,0.0,8.5,5.5,-1.0,2.5
쌍방울,-16.0,-16.0,-11.5,-8.5,0.0,-3.0,-9.5,-6.0
태평양,-13.0,-13.0,-8.5,-5.5,3.0,0.0,-6.5,-3.0
한화,-6.5,-6.5,-2.0,1.0,9.5,6.5,0.0,3.5
해태,-10.0,-10.0,-5.5,-2.5,6.0,3.0,-3.5,0.0
