Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-5.5,0.5,16.0,-3.5,-5.0,2.0,-6.0,-1.0
LG,-3.5,0.0,-9.0,-3.0,12.5,-7.0,-8.5,-1.5,-9.5,-4.5
NC,5.5,9.0,0.0,6.0,21.5,2.0,0.5,7.5,-0.5,4.5
SK,-0.5,3.0,-6.0,0.0,15.5,-4.0,-5.5,1.5,-6.5,-1.5
kt,-16.0,-12.5,-21.5,-15.5,0.0,-19.5,-21.0,-14.0,-22.0,-17.0
넥센,3.5,7.0,-2.0,4.0,19.5,0.0,-1.5,5.5,-2.5,2.5
두산,5.0,8.5,-0.5,5.5,21.0,1.5,0.0,7.0,-1.0,4.0
롯데,-2.0,1.5,-7.5,-1.5,14.0,-5.5,-7.0,0.0,-8.0,-3.0
삼성,6.0,9.5,0.5,6.5,22.0,2.5,1.0,8.0,0.0,5.0
한화,1.0,4.5,-4.5,1.5,17.0,-2.5,-4.0,3.0,-5.0,0.0
