Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,14.5,6.5,0.0,2.5,3.5,3.0
OB,-14.5,0.0,-8.0,-14.5,-12.0,-11.0,-11.5
롯데,-6.5,8.0,0.0,-6.5,-4.0,-3.0,-3.5
빙그레,0.0,14.5,6.5,0.0,2.5,3.5,3.0
삼성,-2.5,12.0,4.0,-2.5,0.0,1.0,0.5
태평양,-3.5,11.0,3.0,-3.5,-1.0,0.0,-0.5
해태,-3.0,11.5,3.5,-3.0,-0.5,0.5,0.0
