Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,3.5,-6.5,-1.5,15.0,-3.5,-5.0,0.0,-6.0,-2.0
LG,-3.5,0.0,-10.0,-5.0,11.5,-7.0,-8.5,-3.5,-9.5,-5.5
NC,6.5,10.0,0.0,5.0,21.5,3.0,1.5,6.5,0.5,4.5
SK,1.5,5.0,-5.0,0.0,16.5,-2.0,-3.5,1.5,-4.5,-0.5
kt,-15.0,-11.5,-21.5,-16.5,0.0,-18.5,-20.0,-15.0,-21.0,-17.0
넥센,3.5,7.0,-3.0,2.0,18.5,0.0,-1.5,3.5,-2.5,1.5
두산,5.0,8.5,-1.5,3.5,20.0,1.5,0.0,5.0,-1.0,3.0
롯데,0.0,3.5,-6.5,-1.5,15.0,-3.5,-5.0,0.0,-6.0,-2.0
삼성,6.0,9.5,-0.5,4.5,21.0,2.5,1.0,6.0,0.0,4.0
한화,2.0,5.5,-4.5,0.5,17.0,-1.5,-3.0,2.0,-4.0,0.0
