Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.0,-11.5,1.5,12.5,-9.0,-19.0,4.5,6.0,5.0
LG,-2.0,0.0,-13.5,-0.5,10.5,-11.0,-21.0,2.5,4.0,3.0
NC,11.5,13.5,0.0,13.0,24.0,2.5,-7.5,16.0,17.5,16.5
SK,-1.5,0.5,-13.0,0.0,11.0,-10.5,-20.5,3.0,4.5,3.5
kt,-12.5,-10.5,-24.0,-11.0,0.0,-21.5,-31.5,-8.0,-6.5,-7.5
넥센,9.0,11.0,-2.5,10.5,21.5,0.0,-10.0,13.5,15.0,14.0
두산,19.0,21.0,7.5,20.5,31.5,10.0,0.0,23.5,25.0,24.0
롯데,-4.5,-2.5,-16.0,-3.0,8.0,-13.5,-23.5,0.0,1.5,0.5
삼성,-6.0,-4.0,-17.5,-4.5,6.5,-15.0,-25.0,-1.5,0.0,-1.0
한화,-5.0,-3.0,-16.5,-3.5,7.5,-14.0,-24.0,-0.5,1.0,0.0
