Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,8.5,17.5,1.0,1.5,16.0,-3.5,14.0
OB,-8.5,0.0,9.0,-7.5,-7.0,7.5,-12.0,5.5
롯데,-17.5,-9.0,0.0,-16.5,-16.0,-1.5,-21.0,-3.5
삼성,-1.0,7.5,16.5,0.0,0.5,15.0,-4.5,13.0
쌍방울,-1.5,7.0,16.0,-0.5,0.0,14.5,-5.0,12.5
한화,-16.0,-7.5,1.5,-15.0,-14.5,0.0,-19.5,-2.0
해태,3.5,12.0,21.0,4.5,5.0,19.5,0.0,17.5
현대,-14.0,-5.5,3.5,-13.0,-12.5,2.0,-17.5,0.0
