Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-9.0,-4.0,12.0,-6.5,-9.0,1.0,-10.0,-5.0
LG,-2.5,0.0,-11.5,-6.5,9.5,-9.0,-11.5,-1.5,-12.5,-7.5
NC,9.0,11.5,0.0,5.0,21.0,2.5,0.0,10.0,-1.0,4.0
SK,4.0,6.5,-5.0,0.0,16.0,-2.5,-5.0,5.0,-6.0,-1.0
kt,-12.0,-9.5,-21.0,-16.0,0.0,-18.5,-21.0,-11.0,-22.0,-17.0
넥센,6.5,9.0,-2.5,2.5,18.5,0.0,-2.5,7.5,-3.5,1.5
두산,9.0,11.5,0.0,5.0,21.0,2.5,0.0,10.0,-1.0,4.0
롯데,-1.0,1.5,-10.0,-5.0,11.0,-7.5,-10.0,0.0,-11.0,-6.0
삼성,10.0,12.5,1.0,6.0,22.0,3.5,1.0,11.0,0.0,5.0
한화,5.0,7.5,-4.0,1.0,17.0,-1.5,-4.0,6.0,-5.0,0.0
