Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-3.5,-1.0,-4.0,-4.5,2.5,0.5,-6.0
OB,3.5,0.0,2.5,-0.5,-1.0,6.0,4.0,-2.5
롯데,1.0,-2.5,0.0,-3.0,-3.5,3.5,1.5,-5.0
삼성,4.0,0.5,3.0,0.0,-0.5,6.5,4.5,-2.0
쌍방울,4.5,1.0,3.5,0.5,0.0,7.0,5.0,-1.5
한화,-2.5,-6.0,-3.5,-6.5,-7.0,0.0,-2.0,-8.5
해태,-0.5,-4.0,-1.5,-4.5,-5.0,2.0,0.0,-6.5
현대,6.0,2.5,5.0,2.0,1.5,8.5,6.5,0.0
