Team1_x,KIA,LG,NC,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,-5.5,-13.5,-4.5,-20.5,-2.5,-3.0,-25.5,3.0
LG,5.5,0.0,-8.0,1.0,-15.0,3.0,2.5,-20.0,8.5
NC,13.5,8.0,0.0,9.0,-7.0,11.0,10.5,-12.0,16.5
SK,4.5,-1.0,-9.0,0.0,-16.0,2.0,1.5,-21.0,7.5
넥센,20.5,15.0,7.0,16.0,0.0,18.0,17.5,-5.0,23.5
두산,2.5,-3.0,-11.0,-2.0,-18.0,0.0,-0.5,-23.0,5.5
롯데,3.0,-2.5,-10.5,-1.5,-17.5,0.5,0.0,-22.5,6.0
삼성,25.5,20.0,12.0,21.0,5.0,23.0,22.5,0.0,28.5
한화,-3.0,-8.5,-16.5,-7.5,-23.5,-5.5,-6.0,-28.5,0.0
