Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,30.0,24.5,0.0,2.0,11.5,0.5
OB,-30.0,0.0,-5.5,-30.0,-28.0,-18.5,-29.5
롯데,-24.5,5.5,0.0,-24.5,-22.5,-13.0,-24.0
빙그레,0.0,30.0,24.5,0.0,2.0,11.5,0.5
삼성,-2.0,28.0,22.5,-2.0,0.0,9.5,-1.5
태평양,-11.5,18.5,13.0,-11.5,-9.5,0.0,-11.0
해태,-0.5,29.5,24.0,-0.5,1.5,11.0,0.0
