Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,3.5,5.5,-3.5,6.5,-10.0,3.0,-11.5
LG,-3.5,0.0,2.0,-7.0,3.0,-13.5,-0.5,-15.0
SK,-5.5,-2.0,0.0,-9.0,1.0,-15.5,-2.5,-17.0
두산,3.5,7.0,9.0,0.0,10.0,-6.5,6.5,-8.0
롯데,-6.5,-3.0,-1.0,-10.0,0.0,-16.5,-3.5,-18.0
삼성,10.0,13.5,15.5,6.5,16.5,0.0,13.0,-1.5
한화,-3.0,0.5,2.5,-6.5,3.5,-13.0,0.0,-14.5
현대,11.5,15.0,17.0,8.0,18.0,1.5,14.5,0.0
