Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,6.0,-3.5,2.0,-3.0,-5.5,-11.0,11.0
LG,-6.0,0.0,-9.5,-4.0,-9.0,-11.5,-17.0,5.0
SK,3.5,9.5,0.0,5.5,0.5,-2.0,-7.5,14.5
넥센,-2.0,4.0,-5.5,0.0,-5.0,-7.5,-13.0,9.0
두산,3.0,9.0,-0.5,5.0,0.0,-2.5,-8.0,14.0
롯데,5.5,11.5,2.0,7.5,2.5,0.0,-5.5,16.5
삼성,11.0,17.0,7.5,13.0,8.0,5.5,0.0,22.0
한화,-11.0,-5.0,-14.5,-9.0,-14.0,-16.5,-22.0,0.0
