Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-1.5,-14.0,1.5,16.5,-7.0,-23.0,4.5,5.0,3.0
LG,1.5,0.0,-12.5,3.0,18.0,-5.5,-21.5,6.0,6.5,4.5
NC,14.0,12.5,0.0,15.5,30.5,7.0,-9.0,18.5,19.0,17.0
SK,-1.5,-3.0,-15.5,0.0,15.0,-8.5,-24.5,3.0,3.5,1.5
kt,-16.5,-18.0,-30.5,-15.0,0.0,-23.5,-39.5,-12.0,-11.5,-13.5
넥센,7.0,5.5,-7.0,8.5,23.5,0.0,-16.0,11.5,12.0,10.0
두산,23.0,21.5,9.0,24.5,39.5,16.0,0.0,27.5,28.0,26.0
롯데,-4.5,-6.0,-18.5,-3.0,12.0,-11.5,-27.5,0.0,0.5,-1.5
삼성,-5.0,-6.5,-19.0,-3.5,11.5,-12.0,-28.0,-0.5,0.0,-2.0
한화,-3.0,-4.5,-17.0,-1.5,13.5,-10.0,-26.0,1.5,2.0,0.0
