Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,4.0,5.0,-3.5,5.0,-12.5,2.0,-10.5
LG,-4.0,0.0,1.0,-7.5,1.0,-16.5,-2.0,-14.5
SK,-5.0,-1.0,0.0,-8.5,0.0,-17.5,-3.0,-15.5
두산,3.5,7.5,8.5,0.0,8.5,-9.0,5.5,-7.0
롯데,-5.0,-1.0,0.0,-8.5,0.0,-17.5,-3.0,-15.5
삼성,12.5,16.5,17.5,9.0,17.5,0.0,14.5,2.0
한화,-2.0,2.0,3.0,-5.5,3.0,-14.5,0.0,-12.5
현대,10.5,14.5,15.5,7.0,15.5,-2.0,12.5,0.0
