Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,27.0,0.0,10.0,16.0,18.0,35.5,21.5
LG,-27.0,0.0,-27.0,-17.0,-11.0,-9.0,8.5,-5.5
SK,0.0,27.0,0.0,10.0,16.0,18.0,35.5,21.5
두산,-10.0,17.0,-10.0,0.0,6.0,8.0,25.5,11.5
롯데,-16.0,11.0,-16.0,-6.0,0.0,2.0,19.5,5.5
삼성,-18.0,9.0,-18.0,-8.0,-2.0,0.0,17.5,3.5
한화,-35.5,-8.5,-35.5,-25.5,-19.5,-17.5,0.0,-14.0
히어로즈,-21.5,5.5,-21.5,-11.5,-5.5,-3.5,14.0,0.0
