Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,20.5,-9.5,-3.0,-7.5,8.5,5.5,-17.0
SK,-20.5,0.0,-30.0,-23.5,-28.0,-12.0,-15.0,-37.5
두산,9.5,30.0,0.0,6.5,2.0,18.0,15.0,-7.5
롯데,3.0,23.5,-6.5,0.0,-4.5,11.5,8.5,-14.0
삼성,7.5,28.0,-2.0,4.5,0.0,16.0,13.0,-9.5
한화,-8.5,12.0,-18.0,-11.5,-16.0,0.0,-3.0,-25.5
해태,-5.5,15.0,-15.0,-8.5,-13.0,3.0,0.0,-22.5
현대,17.0,37.5,7.5,14.0,9.5,25.5,22.5,0.0
