Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,1.0,-1.5,-2.5,8.5,-11.0,2.0,-9.5
LG,-1.0,0.0,-2.5,-3.5,7.5,-12.0,1.0,-10.5
SK,1.5,2.5,0.0,-1.0,10.0,-9.5,3.5,-8.0
두산,2.5,3.5,1.0,0.0,11.0,-8.5,4.5,-7.0
롯데,-8.5,-7.5,-10.0,-11.0,0.0,-19.5,-6.5,-18.0
삼성,11.0,12.0,9.5,8.5,19.5,0.0,13.0,1.5
한화,-2.0,-1.0,-3.5,-4.5,6.5,-13.0,0.0,-11.5
현대,9.5,10.5,8.0,7.0,18.0,-1.5,11.5,0.0
