Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,9.5,-3.0,-14.0,-12.0,3.0,1.5,-18.0
OB,-9.5,0.0,-12.5,-23.5,-21.5,-6.5,-8.0,-27.5
롯데,3.0,12.5,0.0,-11.0,-9.0,6.0,4.5,-15.0
빙그레,14.0,23.5,11.0,0.0,2.0,17.0,15.5,-4.0
삼성,12.0,21.5,9.0,-2.0,0.0,15.0,13.5,-6.0
쌍방울,-3.0,6.5,-6.0,-17.0,-15.0,0.0,-1.5,-21.0
태평양,-1.5,8.0,-4.5,-15.5,-13.5,1.5,0.0,-19.5
해태,18.0,27.5,15.0,4.0,6.0,21.0,19.5,0.0
