Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,11.0,-16.0,-11.0,-3.0,0.0,-7.0,4.0
LG,-11.0,0.0,-27.0,-22.0,-14.0,-11.0,-18.0,-7.0
SK,16.0,27.0,0.0,5.0,13.0,16.0,9.0,20.0
두산,11.0,22.0,-5.0,0.0,8.0,11.0,4.0,15.0
롯데,3.0,14.0,-13.0,-8.0,0.0,3.0,-4.0,7.0
삼성,0.0,11.0,-16.0,-11.0,-3.0,0.0,-7.0,4.0
한화,7.0,18.0,-9.0,-4.0,4.0,7.0,0.0,11.0
히어로즈,-4.0,7.0,-20.0,-15.0,-7.0,-4.0,-11.0,0.0
