Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,2.0,-0.5,-5.5,5.5,-5.0,0.0,-6.5
LG,-2.0,0.0,-2.5,-7.5,3.5,-7.0,-2.0,-8.5
SK,0.5,2.5,0.0,-5.0,6.0,-4.5,0.5,-6.0
두산,5.5,7.5,5.0,0.0,11.0,0.5,5.5,-1.0
롯데,-5.5,-3.5,-6.0,-11.0,0.0,-10.5,-5.5,-12.0
삼성,5.0,7.0,4.5,-0.5,10.5,0.0,5.0,-1.5
한화,0.0,2.0,-0.5,-5.5,5.5,-5.0,0.0,-6.5
현대,6.5,8.5,6.0,1.0,12.0,1.5,6.5,0.0
