Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,8.0,-19.0,-10.0,-8.0,-4.0,-7.0,1.0
LG,-8.0,0.0,-27.0,-18.0,-16.0,-12.0,-15.0,-7.0
SK,19.0,27.0,0.0,9.0,11.0,15.0,12.0,20.0
두산,10.0,18.0,-9.0,0.0,2.0,6.0,3.0,11.0
롯데,8.0,16.0,-11.0,-2.0,0.0,4.0,1.0,9.0
삼성,4.0,12.0,-15.0,-6.0,-4.0,0.0,-3.0,5.0
한화,7.0,15.0,-12.0,-3.0,-1.0,3.0,0.0,8.0
히어로즈,-1.0,7.0,-20.0,-11.0,-9.0,-5.0,-8.0,0.0
