Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,7.0,-5.0,2.0,-4.0,1.0,4.0,-6.0
SK,-7.0,0.0,-12.0,-5.0,-11.0,-6.0,-3.0,-13.0
두산,5.0,12.0,0.0,7.0,1.0,6.0,9.0,-1.0
롯데,-2.0,5.0,-7.0,0.0,-6.0,-1.0,2.0,-8.0
삼성,4.0,11.0,-1.0,6.0,0.0,5.0,8.0,-2.0
한화,-1.0,6.0,-6.0,1.0,-5.0,0.0,3.0,-7.0
해태,-4.0,3.0,-9.0,-2.0,-8.0,-3.0,0.0,-10.0
현대,6.0,13.0,1.0,8.0,2.0,7.0,10.0,0.0
