Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,14.0,-19.0,-9.0,-8.0,-3.0,-5.0,10.0
LG,-14.0,0.0,-33.0,-23.0,-22.0,-17.0,-19.0,-4.0
SK,19.0,33.0,0.0,10.0,11.0,16.0,14.0,29.0
두산,9.0,23.0,-10.0,0.0,1.0,6.0,4.0,19.0
롯데,8.0,22.0,-11.0,-1.0,0.0,5.0,3.0,18.0
삼성,3.0,17.0,-16.0,-6.0,-5.0,0.0,-2.0,13.0
한화,5.0,19.0,-14.0,-4.0,-3.0,2.0,0.0,15.0
히어로즈,-10.0,4.0,-29.0,-19.0,-18.0,-13.0,-15.0,0.0
