Team1_x,LG,OB,롯데,빙그레,삼성,태평양,해태
LG,0.0,32.5,23.5,1.0,3.0,11.5,0.5
OB,-32.5,0.0,-9.0,-31.5,-29.5,-21.0,-32.0
롯데,-23.5,9.0,0.0,-22.5,-20.5,-12.0,-23.0
빙그레,-1.0,31.5,22.5,0.0,2.0,10.5,-0.5
삼성,-3.0,29.5,20.5,-2.0,0.0,8.5,-2.5
태평양,-11.5,21.0,12.0,-10.5,-8.5,0.0,-11.0
해태,-0.5,32.0,23.0,0.5,2.5,11.0,0.0
