Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,13.5,-4.5,2.5,-0.5,8.5,5.0,-9.5
SK,-13.5,0.0,-18.0,-11.0,-14.0,-5.0,-8.5,-23.0
두산,4.5,18.0,0.0,7.0,4.0,13.0,9.5,-5.0
롯데,-2.5,11.0,-7.0,0.0,-3.0,6.0,2.5,-12.0
삼성,0.5,14.0,-4.0,3.0,0.0,9.0,5.5,-9.0
한화,-8.5,5.0,-13.0,-6.0,-9.0,0.0,-3.5,-18.0
해태,-5.0,8.5,-9.5,-2.5,-5.5,3.5,0.0,-14.5
현대,9.5,23.0,5.0,12.0,9.0,18.0,14.5,0.0
