Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,2.5,6.5,-4.0,-5.5,-0.5,-5.0
OB,-2.5,0.0,4.0,-6.5,-8.0,-3.0,-7.5
롯데,-6.5,-4.0,0.0,-10.5,-12.0,-7.0,-11.5
빙그레,4.0,6.5,10.5,0.0,-1.5,3.5,-1.0
삼성,5.5,8.0,12.0,1.5,0.0,5.0,0.5
태평양,0.5,3.0,7.0,-3.5,-5.0,0.0,-4.5
해태,5.0,7.5,11.5,1.0,-0.5,4.5,0.0
