Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,21.5,-9.5,-3.0,-6.5,9.5,5.5,-17.0
SK,-21.5,0.0,-31.0,-24.5,-28.0,-12.0,-16.0,-38.5
두산,9.5,31.0,0.0,6.5,3.0,19.0,15.0,-7.5
롯데,3.0,24.5,-6.5,0.0,-3.5,12.5,8.5,-14.0
삼성,6.5,28.0,-3.0,3.5,0.0,16.0,12.0,-10.5
한화,-9.5,12.0,-19.0,-12.5,-16.0,0.0,-4.0,-26.5
해태,-5.5,16.0,-15.0,-8.5,-12.0,4.0,0.0,-22.5
현대,17.0,38.5,7.5,14.0,10.5,26.5,22.5,0.0
