Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-1.5,-3.5,-13.5,-1.5,-14.0,-5.0,-2.0
LG,1.5,0.0,-2.0,-12.0,0.0,-12.5,-3.5,-0.5
SK,3.5,2.0,0.0,-10.0,2.0,-10.5,-1.5,1.5
두산,13.5,12.0,10.0,0.0,12.0,-0.5,8.5,11.5
롯데,1.5,0.0,-2.0,-12.0,0.0,-12.5,-3.5,-0.5
삼성,14.0,12.5,10.5,0.5,12.5,0.0,9.0,12.0
한화,5.0,3.5,1.5,-8.5,3.5,-9.0,0.0,3.0
현대,2.0,0.5,-1.5,-11.5,0.5,-12.0,-3.0,0.0
