Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-2.0,-1.0,-4.0,-2.0,-2.5,-6.5,-2.0,-1.0,5.0
LG,2.0,0.0,1.0,-2.0,0.0,-0.5,-4.5,0.0,1.0,7.0
NC,1.0,-1.0,0.0,-3.0,-1.0,-1.5,-5.5,-1.0,0.0,6.0
SK,4.0,2.0,3.0,0.0,2.0,1.5,-2.5,2.0,3.0,9.0
kt,2.0,0.0,1.0,-2.0,0.0,-0.5,-4.5,0.0,1.0,7.0
넥센,2.5,0.5,1.5,-1.5,0.5,0.0,-4.0,0.5,1.5,7.5
두산,6.5,4.5,5.5,2.5,4.5,4.0,0.0,4.5,5.5,11.5
롯데,2.0,0.0,1.0,-2.0,0.0,-0.5,-4.5,0.0,1.0,7.0
삼성,1.0,-1.0,0.0,-3.0,-1.0,-1.5,-5.5,-1.0,0.0,6.0
한화,-5.0,-7.0,-6.0,-9.0,-7.0,-7.5,-11.5,-7.0,-6.0,0.0
