Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,-11.0,-22.0,-14.5,-8.0,-13.0,-13.5,-4.0
LG,11.0,0.0,-11.0,-3.5,3.0,-2.0,-2.5,7.0
SK,22.0,11.0,0.0,7.5,14.0,9.0,8.5,18.0
두산,14.5,3.5,-7.5,0.0,6.5,1.5,1.0,10.5
롯데,8.0,-3.0,-14.0,-6.5,0.0,-5.0,-5.5,4.0
삼성,13.0,2.0,-9.0,-1.5,5.0,0.0,-0.5,9.0
한화,13.5,2.5,-8.5,-1.0,5.5,0.5,0.0,9.5
현대,4.0,-7.0,-18.0,-10.5,-4.0,-9.0,-9.5,0.0
