Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.0,1.5,1.0,11.0,7.0,6.0,3.5
두산,-3.0,0.0,-1.5,-2.0,8.0,4.0,3.0,0.5
롯데,-1.5,1.5,0.0,-0.5,9.5,5.5,4.5,2.0
삼성,-1.0,2.0,0.5,0.0,10.0,6.0,5.0,2.5
쌍방울,-11.0,-8.0,-9.5,-10.0,0.0,-4.0,-5.0,-7.5
한화,-7.0,-4.0,-5.5,-6.0,4.0,0.0,-1.0,-3.5
해태,-6.0,-3.0,-4.5,-5.0,5.0,1.0,0.0,-2.5
현대,-3.5,-0.5,-2.0,-2.5,7.5,3.5,2.5,0.0
