Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,-4.0,-16.0,-3.5,-1.5,-7.0,-19.0,-2.5,-2.5,0.0
LG,4.0,0.0,-12.0,0.5,2.5,-3.0,-15.0,1.5,1.5,4.0
NC,16.0,12.0,0.0,12.5,14.5,9.0,-3.0,13.5,13.5,16.0
SK,3.5,-0.5,-12.5,0.0,2.0,-3.5,-15.5,1.0,1.0,3.5
kt,1.5,-2.5,-14.5,-2.0,0.0,-5.5,-17.5,-1.0,-1.0,1.5
넥센,7.0,3.0,-9.0,3.5,5.5,0.0,-12.0,4.5,4.5,7.0
두산,19.0,15.0,3.0,15.5,17.5,12.0,0.0,16.5,16.5,19.0
롯데,2.5,-1.5,-13.5,-1.0,1.0,-4.5,-16.5,0.0,0.0,2.5
삼성,2.5,-1.5,-13.5,-1.0,1.0,-4.5,-16.5,0.0,0.0,2.5
한화,0.0,-4.0,-16.0,-3.5,-1.5,-7.0,-19.0,-2.5,-2.5,0.0
