Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,18.0,-8.0,0.5,-1.5,7.5,6.0,-8.5
SK,-18.0,0.0,-26.0,-17.5,-19.5,-10.5,-12.0,-26.5
두산,8.0,26.0,0.0,8.5,6.5,15.5,14.0,-0.5
롯데,-0.5,17.5,-8.5,0.0,-2.0,7.0,5.5,-9.0
삼성,1.5,19.5,-6.5,2.0,0.0,9.0,7.5,-7.0
한화,-7.5,10.5,-15.5,-7.0,-9.0,0.0,-1.5,-16.0
해태,-6.0,12.0,-14.0,-5.5,-7.5,1.5,0.0,-14.5
현대,8.5,26.5,0.5,9.0,7.0,16.0,14.5,0.0
