Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,9.5,-6.5,2.5,-3.5,5.5,6.0,-9.5
SK,-9.5,0.0,-16.0,-7.0,-13.0,-4.0,-3.5,-19.0
두산,6.5,16.0,0.0,9.0,3.0,12.0,12.5,-3.0
롯데,-2.5,7.0,-9.0,0.0,-6.0,3.0,3.5,-12.0
삼성,3.5,13.0,-3.0,6.0,0.0,9.0,9.5,-6.0
한화,-5.5,4.0,-12.0,-3.0,-9.0,0.0,0.5,-15.0
해태,-6.0,3.5,-12.5,-3.5,-9.5,-0.5,0.0,-15.5
현대,9.5,19.0,3.0,12.0,6.0,15.0,15.5,0.0
