Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.5,14.5,1.0,7.0,13.0,0.5,13.5
OB,-3.5,0.0,11.0,-2.5,3.5,9.5,-3.0,10.0
롯데,-14.5,-11.0,0.0,-13.5,-7.5,-1.5,-14.0,-1.0
삼성,-1.0,2.5,13.5,0.0,6.0,12.0,-0.5,12.5
쌍방울,-7.0,-3.5,7.5,-6.0,0.0,6.0,-6.5,6.5
한화,-13.0,-9.5,1.5,-12.0,-6.0,0.0,-12.5,0.5
해태,-0.5,3.0,14.0,0.5,6.5,12.5,0.0,13.0
현대,-13.5,-10.0,1.0,-12.5,-6.5,-0.5,-13.0,0.0
