Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,0.0,-3.0,-5.0,8.0,-4.0,-6.0,-1.0,-7.0,-3.0
LG,0.0,0.0,-3.0,-5.0,8.0,-4.0,-6.0,-1.0,-7.0,-3.0
NC,3.0,3.0,0.0,-2.0,11.0,-1.0,-3.0,2.0,-4.0,0.0
SK,5.0,5.0,2.0,0.0,13.0,1.0,-1.0,4.0,-2.0,2.0
kt,-8.0,-8.0,-11.0,-13.0,0.0,-12.0,-14.0,-9.0,-15.0,-11.0
넥센,4.0,4.0,1.0,-1.0,12.0,0.0,-2.0,3.0,-3.0,1.0
두산,6.0,6.0,3.0,1.0,14.0,2.0,0.0,5.0,-1.0,3.0
롯데,1.0,1.0,-2.0,-4.0,9.0,-3.0,-5.0,0.0,-6.0,-2.0
삼성,7.0,7.0,4.0,2.0,15.0,3.0,1.0,6.0,0.0,4.0
한화,3.0,3.0,0.0,-2.0,11.0,-1.0,-3.0,2.0,-4.0,0.0
