Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,-10.0,-14.0,-18.5,-10.5,0.5,-6.5,-16.0
OB,10.0,0.0,-4.0,-8.5,-0.5,10.5,3.5,-6.0
롯데,14.0,4.0,0.0,-4.5,3.5,14.5,7.5,-2.0
빙그레,18.5,8.5,4.5,0.0,8.0,19.0,12.0,2.5
삼성,10.5,0.5,-3.5,-8.0,0.0,11.0,4.0,-5.5
쌍방울,-0.5,-10.5,-14.5,-19.0,-11.0,0.0,-7.0,-16.5
태평양,6.5,-3.5,-7.5,-12.0,-4.0,7.0,0.0,-9.5
해태,16.0,6.0,2.0,-2.5,5.5,16.5,9.5,0.0
