Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,7.5,1.0,1.0,9.0,-3.0,-3.5,-2.0
LG,-7.5,0.0,-6.5,-6.5,1.5,-10.5,-11.0,-9.5
SK,-1.0,6.5,0.0,0.0,8.0,-4.0,-4.5,-3.0
두산,-1.0,6.5,0.0,0.0,8.0,-4.0,-4.5,-3.0
롯데,-9.0,-1.5,-8.0,-8.0,0.0,-12.0,-12.5,-11.0
삼성,3.0,10.5,4.0,4.0,12.0,0.0,-0.5,1.0
한화,3.5,11.0,4.5,4.5,12.5,0.5,0.0,1.5
현대,2.0,9.5,3.0,3.0,11.0,-1.0,-1.5,0.0
