Team1_x,LG,OB,롯데,삼성,쌍방울,태평양,한화,해태
LG,0.0,5.0,7.5,11.0,24.0,17.0,12.5,10.0
OB,-5.0,0.0,2.5,6.0,19.0,12.0,7.5,5.0
롯데,-7.5,-2.5,0.0,3.5,16.5,9.5,5.0,2.5
삼성,-11.0,-6.0,-3.5,0.0,13.0,6.0,1.5,-1.0
쌍방울,-24.0,-19.0,-16.5,-13.0,0.0,-7.0,-11.5,-14.0
태평양,-17.0,-12.0,-9.5,-6.0,7.0,0.0,-4.5,-7.0
한화,-12.5,-7.5,-5.0,-1.5,11.5,4.5,0.0,-2.5
해태,-10.0,-5.0,-2.5,1.0,14.0,7.0,2.5,0.0
