Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,히어로즈
KIA,0.0,0.0,-5.0,-3.5,2.5,-0.5,-1.5,0.5
LG,0.0,0.0,-5.0,-3.5,2.5,-0.5,-1.5,0.5
SK,5.0,5.0,0.0,1.5,7.5,4.5,3.5,5.5
두산,3.5,3.5,-1.5,0.0,6.0,3.0,2.0,4.0
롯데,-2.5,-2.5,-7.5,-6.0,0.0,-3.0,-4.0,-2.0
삼성,0.5,0.5,-4.5,-3.0,3.0,0.0,-1.0,1.0
한화,1.5,1.5,-3.5,-2.0,4.0,1.0,0.0,2.0
히어로즈,-0.5,-0.5,-5.5,-4.0,2.0,-1.0,-2.0,0.0
