Team1_x,LG,OB,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,3.0,6.0,-1.0,4.0,1.0,4.0,-9.0
OB,-3.0,0.0,3.0,-4.0,1.0,-2.0,1.0,-12.0
롯데,-6.0,-3.0,0.0,-7.0,-2.0,-5.0,-2.0,-15.0
삼성,1.0,4.0,7.0,0.0,5.0,2.0,5.0,-8.0
쌍방울,-4.0,-1.0,2.0,-5.0,0.0,-3.0,0.0,-13.0
한화,-1.0,2.0,5.0,-2.0,3.0,0.0,3.0,-10.0
해태,-4.0,-1.0,2.0,-5.0,0.0,-3.0,0.0,-13.0
현대,9.0,12.0,15.0,8.0,13.0,10.0,13.0,0.0
