Team1_x,LG,SK,두산,롯데,삼성,한화,해태,현대
LG,0.0,2.0,-2.0,2.0,-3.0,2.0,2.0,-3.0
SK,-2.0,0.0,-4.0,0.0,-5.0,0.0,0.0,-5.0
두산,2.0,4.0,0.0,4.0,-1.0,4.0,4.0,-1.0
롯데,-2.0,0.0,-4.0,0.0,-5.0,0.0,0.0,-5.0
삼성,3.0,5.0,1.0,5.0,0.0,5.0,5.0,0.0
한화,-2.0,0.0,-4.0,0.0,-5.0,0.0,0.0,-5.0
해태,-2.0,0.0,-4.0,0.0,-5.0,0.0,0.0,-5.0
현대,3.0,5.0,1.0,5.0,0.0,5.0,5.0,0.0
