Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,10.0,12.0,4.5,27.0,6.5,16.0,11.5
LG,-10.0,0.0,2.0,-5.5,17.0,-3.5,6.0,1.5
SK,-12.0,-2.0,0.0,-7.5,15.0,-5.5,4.0,-0.5
두산,-4.5,5.5,7.5,0.0,22.5,2.0,11.5,7.0
롯데,-27.0,-17.0,-15.0,-22.5,0.0,-20.5,-11.0,-15.5
삼성,-6.5,3.5,5.5,-2.0,20.5,0.0,9.5,5.0
한화,-16.0,-6.0,-4.0,-11.5,11.0,-9.5,0.0,-4.5
현대,-11.5,-1.5,0.5,-7.0,15.5,-5.0,4.5,0.0
