Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,-5.0,-14.0,-18.5,-11.5,4.5,-5.5,-17.0
OB,5.0,0.0,-9.0,-13.5,-6.5,9.5,-0.5,-12.0
롯데,14.0,9.0,0.0,-4.5,2.5,18.5,8.5,-3.0
빙그레,18.5,13.5,4.5,0.0,7.0,23.0,13.0,1.5
삼성,11.5,6.5,-2.5,-7.0,0.0,16.0,6.0,-5.5
쌍방울,-4.5,-9.5,-18.5,-23.0,-16.0,0.0,-10.0,-21.5
태평양,5.5,0.5,-8.5,-13.0,-6.0,10.0,0.0,-11.5
해태,17.0,12.0,3.0,-1.5,5.5,21.5,11.5,0.0
