Team1_x,KIA,LG,SK,두산,롯데,삼성,한화,현대
KIA,0.0,2.5,-8.0,12.5,11.5,-6.5,3.0,-4.0
LG,-2.5,0.0,-10.5,10.0,9.0,-9.0,0.5,-6.5
SK,8.0,10.5,0.0,20.5,19.5,1.5,11.0,4.0
두산,-12.5,-10.0,-20.5,0.0,-1.0,-19.0,-9.5,-16.5
롯데,-11.5,-9.0,-19.5,1.0,0.0,-18.0,-8.5,-15.5
삼성,6.5,9.0,-1.5,19.0,18.0,0.0,9.5,2.5
한화,-3.0,-0.5,-11.0,9.5,8.5,-9.5,0.0,-7.0
현대,4.0,6.5,-4.0,16.5,15.5,-2.5,7.0,0.0
