Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,-7.0,-19.5,-22.5,-13.5,6.0,-3.0,-20.5
OB,7.0,0.0,-12.5,-15.5,-6.5,13.0,4.0,-13.5
롯데,19.5,12.5,0.0,-3.0,6.0,25.5,16.5,-1.0
빙그레,22.5,15.5,3.0,0.0,9.0,28.5,19.5,2.0
삼성,13.5,6.5,-6.0,-9.0,0.0,19.5,10.5,-7.0
쌍방울,-6.0,-13.0,-25.5,-28.5,-19.5,0.0,-9.0,-26.5
태평양,3.0,-4.0,-16.5,-19.5,-10.5,9.0,0.0,-17.5
해태,20.5,13.5,1.0,-2.0,7.0,26.5,17.5,0.0
