Team1_x,LG,두산,롯데,삼성,쌍방울,한화,해태,현대
LG,0.0,-2.0,-6.0,-3.0,13.5,4.5,3.0,-2.0
두산,2.0,0.0,-4.0,-1.0,15.5,6.5,5.0,0.0
롯데,6.0,4.0,0.0,3.0,19.5,10.5,9.0,4.0
삼성,3.0,1.0,-3.0,0.0,16.5,7.5,6.0,1.0
쌍방울,-13.5,-15.5,-19.5,-16.5,0.0,-9.0,-10.5,-15.5
한화,-4.5,-6.5,-10.5,-7.5,9.0,0.0,-1.5,-6.5
해태,-3.0,-5.0,-9.0,-6.0,10.5,1.5,0.0,-5.0
현대,2.0,0.0,-4.0,-1.0,15.5,6.5,5.0,0.0
