Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,2.5,-3.5,-4.0,12.0,-4.0,-5.0,-1.0,-6.0,-1.0
LG,-2.5,0.0,-6.0,-6.5,9.5,-6.5,-7.5,-3.5,-8.5,-3.5
NC,3.5,6.0,0.0,-0.5,15.5,-0.5,-1.5,2.5,-2.5,2.5
SK,4.0,6.5,0.5,0.0,16.0,0.0,-1.0,3.0,-2.0,3.0
kt,-12.0,-9.5,-15.5,-16.0,0.0,-16.0,-17.0,-13.0,-18.0,-13.0
넥센,4.0,6.5,0.5,0.0,16.0,0.0,-1.0,3.0,-2.0,3.0
두산,5.0,7.5,1.5,1.0,17.0,1.0,0.0,4.0,-1.0,4.0
롯데,1.0,3.5,-2.5,-3.0,13.0,-3.0,-4.0,0.0,-5.0,0.0
삼성,6.0,8.5,2.5,2.0,18.0,2.0,1.0,5.0,0.0,5.0
한화,1.0,3.5,-2.5,-3.0,13.0,-3.0,-4.0,0.0,-5.0,0.0
