Team1_x,KIA,LG,SK,넥센,두산,롯데,삼성,한화
KIA,0.0,0.5,-22.0,3.5,-15.0,-5.5,-15.5,5.0
LG,-0.5,0.0,-22.5,3.0,-15.5,-6.0,-16.0,4.5
SK,22.0,22.5,0.0,25.5,7.0,16.5,6.5,27.0
넥센,-3.5,-3.0,-25.5,0.0,-18.5,-9.0,-19.0,1.5
두산,15.0,15.5,-7.0,18.5,0.0,9.5,-0.5,20.0
롯데,5.5,6.0,-16.5,9.0,-9.5,0.0,-10.0,10.5
삼성,15.5,16.0,-6.5,19.0,0.5,10.0,0.0,20.5
한화,-5.0,-4.5,-27.0,-1.5,-20.0,-10.5,-20.5,0.0
