Team1_x,LG,OB,롯데,빙그레,삼성,쌍방울,태평양,해태
LG,0.0,3.5,9.0,11.5,-1.5,20.5,25.5,-10.5
OB,-3.5,0.0,5.5,8.0,-5.0,17.0,22.0,-14.0
롯데,-9.0,-5.5,0.0,2.5,-10.5,11.5,16.5,-19.5
빙그레,-11.5,-8.0,-2.5,0.0,-13.0,9.0,14.0,-22.0
삼성,1.5,5.0,10.5,13.0,0.0,22.0,27.0,-9.0
쌍방울,-20.5,-17.0,-11.5,-9.0,-22.0,0.0,5.0,-31.0
태평양,-25.5,-22.0,-16.5,-14.0,-27.0,-5.0,0.0,-36.0
해태,10.5,14.0,19.5,22.0,9.0,31.0,36.0,0.0
