Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,-5.5,-0.5,-23.5,-10.5,-12.0,-18.0
OB,5.5,0.0,5.0,-18.0,-5.0,-6.5,-12.5
롯데,0.5,-5.0,0.0,-23.0,-10.0,-11.5,-17.5
빙그레,23.5,18.0,23.0,0.0,13.0,11.5,5.5
삼성,10.5,5.0,10.0,-13.0,0.0,-1.5,-7.5
태평양,12.0,6.5,11.5,-11.5,1.5,0.0,-6.0
해태,18.0,12.5,17.5,-5.5,7.5,6.0,0.0
