Team1_x,KIA,LG,NC,SK,kt,넥센,두산,롯데,삼성,한화
KIA,0.0,4.5,-5.5,0.5,15.0,-3.5,-4.0,2.0,-5.0,-1.0
LG,-4.5,0.0,-10.0,-4.0,10.5,-8.0,-8.5,-2.5,-9.5,-5.5
NC,5.5,10.0,0.0,6.0,20.5,2.0,1.5,7.5,0.5,4.5
SK,-0.5,4.0,-6.0,0.0,14.5,-4.0,-4.5,1.5,-5.5,-1.5
kt,-15.0,-10.5,-20.5,-14.5,0.0,-18.5,-19.0,-13.0,-20.0,-16.0
넥센,3.5,8.0,-2.0,4.0,18.5,0.0,-0.5,5.5,-1.5,2.5
두산,4.0,8.5,-1.5,4.5,19.0,0.5,0.0,6.0,-1.0,3.0
롯데,-2.0,2.5,-7.5,-1.5,13.0,-5.5,-6.0,0.0,-7.0,-3.0
삼성,5.0,9.5,-0.5,5.5,20.0,1.5,1.0,7.0,0.0,4.0
한화,1.0,5.5,-4.5,1.5,16.0,-2.5,-3.0,3.0,-4.0,0.0
