Team1_x,MBC,OB,롯데,빙그레,삼성,태평양,해태
MBC,0.0,4.0,0.0,0.5,0.5,-1.0,-1.0
OB,-4.0,0.0,-4.0,-3.5,-3.5,-5.0,-5.0
롯데,0.0,4.0,0.0,0.5,0.5,-1.0,-1.0
빙그레,-0.5,3.5,-0.5,0.0,0.0,-1.5,-1.5
삼성,-0.5,3.5,-0.5,0.0,0.0,-1.5,-1.5
태평양,1.0,5.0,1.0,1.5,1.5,0.0,0.0
해태,1.0,5.0,1.0,1.5,1.5,0.0,0.0
